-4.472135954999578722e-02,-7.730490220025874881e-02,1.465653384534475710e-02,6.053465930913164150e-02,-5.459421846008821744e-02,-6.120894131853346631e-02,1.266396699123950587e-02,-4.234901000321941722e-02,-4.962651491794334985e-02,6.754691035621331052e-02,5.036997601811241815e-02,-3.758926654505119480e-02
-4.472135954999580110e-02,-7.699506291288323034e-02,-7.179512392827024081e-02,5.614773338245344220e-02,-4.152675831305038790e-04,5.782646411552052473e-02,-1.134404690119408414e-04,4.565421064585500205e-02,-3.308106674948673581e-02,2.021162830551576084e-02,1.860461697668243722e-02,-2.603569434111416541e-03
-4.472135954999580110e-02,-7.668522362550750371e-02,-3.895550545419750738e-02,5.782036822005144627e-02,-5.489841562562233768e-02,-2.188157453983678377e-03,-3.714860068343101701e-02,-4.414045236376112208e-02,4.710908535896235483e-02,-6.607593655909749231e-02,-4.382982843770567849e-02,-2.339117036874678937e-02
-4.472135954999580110e-02,-7.637538433813170768e-02,-1.892975581182949549e-02,-6.559809057061825877e-02,-7.243038532337657716e-03,6.521029767430490431e-05,-4.866094757006234756e-02,4.949257318657333121e-02,5.869303372370643368e-02,-4.766806325724030208e-02,-5.690285393130391917e-02,-1.340892585615252597e-02
-4.472135954999580110e-02,-7.606554505075592554e-02,4.751386758670422816e-02,-3.110844613907969708e-02,-5.973389261788593363e-02,-6.219728346085886400e-02,4.866456497752096738e-02,-4.094315535904778647e-02,3.929733096526098063e-02,1.815384239257922944e-02,-6.719159617167480558e-02,4.878834592114346391e-02
-4.472135954999580110e-02,-7.575570576338014339e-02,4.753334149552128352e-02,-6.221300365457527182e-02,-6.151564758969769314e-02,-5.968627000010864360e-03,-5.565662276805625108e-05,-4.216411915088418699e-02,-4.510339231512110886e-02,2.280733337742268940e-02,6.020079522439011205e-02,5.498662087705147306e-02
-4.472135954999580110e-02,-7.544586647600434737e-02,6.224286434721930383e-02,-3.035126241687832044e-02,-5.962797505920844343e-02,4.879949860583174953e-02,-2.387022698309546401e-02,4.545149406191432290e-02,-3.386426786027090657e-02,-2.812187487505759132e-03,3.093285286935025524e-02,-6.017432127663017299e-02
-4.472135954999580110e-02,-7.513602718862855134e-02,-5.901320290391683793e-02,-6.761617410071582568e-02,4.724046130985139896e-02,-5.136126567583405855e-02,1.989667408556091213e-02,-3.682564501083687714e-02,-4.437790368002571956e-02,4.955478597134238550e-02,6.803381633532136485e-02,-4.486168801541652942e-03
-4.472135954999580110e-02,-7.482618790125278307e-02,-1.921914058196620007e-02,-6.559027893760613348e-02,4.748802998156023691e-02,5.818858467668255180e-02,4.212842466442989764e-02,-4.034107654199879656e-02,-4.125361494008100705e-02,1.178797286068206628e-02,1.468615249502766215e-02,-4.081442073863187497e-03
-4.472135954999580110e-02,-7.451634861387698705e-02,-3.525460357308068948e-02,-4.180221609293589997e-03,-3.707145061362923221e-03,5.631279155460869323e-02,-4.453623652132260996e-02,4.673027350875036401e-02,6.019118494272637787e-02,-8.330112721604731457e-03,-1.225259016126292039e-02,-6.011484795801964875e-02
-4.472135954999580110e-02,-7.420650932650119103e-02,6.793384204979702190e-02,-6.115422147893190274e-02,-6.660419023466839471e-03,-4.966687772595324533e-03,-5.378825514902831062e-02,-4.013954911943034415e-02,4.964405356705919176e-02,-1.023891005833526928e-02,-8.275936720385448919e-02,-3.900040307282885699e-02
-4.472135954999580110e-02,-7.389667003912540888e-02,-7.451729290959320517e-02,2.494443080889192921e-02,5.255438757832390367e-02,-5.138922693012368259e-02,-2.478352732762083288e-02,-3.819485931809309814e-02,-4.284212525931040128e-02,-2.656319031566727832e-03,2.514235218682161002e-02,-5.516901131263085567e-02
-4.472135954999580110e-02,-7.358683075174962673e-02,-5.387148344129586569e-02,-5.112384259724960488e-03,-3.792571783144208127e-03,-5.446766563120895160e-02,2.185031800971517016e-02,-3.966775913489226785e-02,4.329379724726241385e-02,-6.583271662578547845e-02,1.050553170957045906e-03,-6.477279133817745449e-02
-4.472135954999580110e-02,-7.327699146437383071e-02,3.920443926895154918e-02,-6.260006332701049947e-02,4.788245205976460889e-02,-1.121995515311107351e-03,4.602039065417012909e-02,5.132340760163418142e-02,-3.711702222029159698e-02,-6.386164095418282727e-02,7.171894515572703466e-02,-5.877562733858106292e-02
-4.472135954999580110e-02,-7.296715217699804856e-02,4.379960663312990748e-02,6.207805257445742769e-02,-5.429662911699611322e-02,4.893470649270788286e-02,-4.867058356479337809e-05,4.395251746092271317e-02,-3.659545730155471660e-02,1.948760650555473803e-02,-4.224026660194503402e-02,-2.836721265877401726e-02
-4.472135954999580110e-02,-7.265731288962225254e-02,4.357841594573793470e-02,3.096127017722355781e-02,-1.390845237942586136e-03,5.144091700807949114e-02,7.320718988604245359e-02,-4.359944302400023397e-02,4.327723412027507238e-02,3.971460638182301717e-02,-5.563802168807107686e-03,-1.752130968439776990e-02
-4.472135954999580110e-02,-7.234747360224647039e-02,2.545993095149884020e-02,3.004541963591254861e-02,-1.490809904034690265e-03,5.248637930278665653e-02,1.728286143994633636e-02,4.625623510749143213e-02,-3.550093262372464725e-02,4.852954908725159305e-02,2.349862363627723896e-02,4.045618668266119655e-02
-4.472135954999580110e-02,-7.203763431487068825e-02,-7.617181654489190920e-03,2.836972549316855996e-02,5.300844174875785769e-02,5.658569060704121689e-02,-9.241114772353951554e-03,-4.165480475834285046e-02,-3.982720980067038646e-02,-1.454327011216543543e-02,2.021531934727733432e-02,-2.985648941999387383e-03
-4.472135954999580110e-02,-7.172779502749489222e-02,6.327050648500800664e-03,-2.027505197839296787e-03,-3.378733793636881123e-03,-5.795681368786238796e-02,-1.336430675542306552e-02,-3.950228866904991615e-02,4.442607135015830960e-02,6.739466771225637032e-02,-2.607921982291917752e-04,8.103004777166597505e-02
-4.472135954999580110e-02,-7.141795574011911008e-02,2.746039351518643132e-02,-6.316960433517029849e-02,-6.824420627665827611e-03,-5.856832759876624828e-02,4.698913592395075750e-02,-3.862730159364884119e-02,-4.910051670242562838e-02,-2.496335161059239755e-04,3.928650258513048665e-02,-2.849166770888896319e-02
-4.472135954999580110e-02,-7.110811645274331405e-02,-2.064034435351960392e-02,-6.560844372241766975e-02,-6.179329194613480264e-02,-2.053721538817467746e-03,6.455504753252933048e-02,-4.242398267233609549e-02,-4.843107228518828827e-02,3.045724075971201553e-02,-4.689573505170125528e-02,3.548354766391563497e-02
-4.472135954999580110e-02,-7.079827716536753190e-02,5.026329217779246933e-02,6.243790002221745461e-02,4.924934015102748865e-04,-5.186928474888869919e-03,5.057564498129354241e-02,-4.225165733847490585e-02,4.142565592360979848e-02,6.882948861432677812e-02,2.500811870027508030e-02,6.939191786782003546e-02
-4.472135954999580110e-02,-7.048843787799173588e-02,2.737056398943768509e-02,6.127953537888518321e-02,-5.432510458933767494e-02,-6.198056489297227439e-02,-3.258553392772028934e-02,4.751728939503284399e-02,-3.964753280175884603e-02,-1.025107817078772104e-02,1.591057870958863599e-02,2.839333985627898876e-02
-4.472135954999580110e-02,-7.017859859061595373e-02,1.624850827468405506e-02,2.960902888635933913e-02,5.320424625177384848e-02,-5.665501896410674032e-02,7.489824618667220713e-02,-3.821442444247832165e-02,3.976965752604817023e-02,5.229320484948252884e-02,5.091068746944205775e-02,-1.830608042535125657e-02
-4.472135954999580110e-02,-6.986875930324017159e-02,2.801697995607740042e-03,6.004053132645225527e-02,2.339694787249136287e-04,5.347672353193417411e-02,-4.138380074690774235e-02,4.583403709953301486e-02,-3.219777010642021348e-02,-4.613529831566227923e-02,5.276100625493014562e-02,3.334016072646074635e-02
-4.472135954999580110e-02,-6.955892001586437556e-02,-4.657198250779152893e-02,-4.683066859746424712e-03,-5.832381325434044667e-02,5.475074696886000208e-02,3.633179692219286328e-02,4.464711588570689782e-02,5.350974172874886636e-02,-2.953134811027057632e-02,-3.665047165569897819e-02,-4.202868856902423206e-02
-4.472135954999580110e-02,-6.924908072848859342e-02,4.131125232198011588e-02,-6.243451548949630059e-02,4.800903233561766570e-02,-1.265520189221978160e-03,-4.917174247685410921e-02,-3.831902074711317913e-02,5.085802834242932058e-02,7.563912665579765326e-02,-4.574160700096295551e-02,-2.501497555160441325e-02
-4.472135954999580110e-02,-6.893924144111279739e-02,-5.879585323396883598e-03,2.850301167798593299e-02,-1.582469945282403328e-03,-5.757218130860553007e-02,-1.314542255558330541e-02,-4.000846766909356422e-02,4.392802644635319248e-02,-7.043486261736739418e-02,6.268580236141994833e-02,-1.508172198237513976e-03
-4.472135954999580110e-02,-6.862940215373701525e-02,-1.759636603010985775e-02,5.902239329623404362e-02,5.483560135274454655e-02,9.125540939667730472e-04,-2.334952461783501229e-02,4.943414252044630447e-02,-3.416494836438702110e-02,2.815902999479249005e-02,3.379109457278692275e-03,3.398471915050211515e-03
-4.472135954999580110e-02,-6.831956286636123310e-02,6.435332551117756150e-02,9.695423574889807956e-04,-2.934109504138527214e-03,-6.132878931954508644e-02,-5.989136101563621167e-02,5.046584227760327751e-02,5.407824767700396273e-02,-4.390716943265063343e-02,5.030831733418102830e-02,-7.583734084364421313e-02
-4.472135954999580110e-02,-6.800972357898543708e-02,-1.983528690002358402e-02,-3.302429137338473882e-03,5.125842191356686645e-02,5.757582608061183327e-02,-2.469119414362045198e-02,4.859617959220714767e-02,5.972659610034074251e-02,-7.656632443276202571e-02,-6.406482943038607769e-02,7.243442537054187169e-02
-4.472135954999580110e-02,-6.769988429160965493e-02,4.576506557360379007e-02,6.225442919696521499e-02,5.524212667820400241e-02,-2.754367450013519691e-03,4.256147735090933665e-02,-4.035972428359827641e-02,4.323385565139435671e-02,-4.139434134525583897e-02,8.347749193323759573e-03,3.195520412254366366e-02
-4.472135954999580110e-02,-6.739004500423385891e-02,6.160937492010523653e-02,-6.137643147548499378e-02,-6.119453830101725944e-02,-6.827336676883317447e-03,1.280854918334326312e-02,4.759712270845883886e-02,5.153457767908328768e-02,-3.464661589497908256e-02,3.705557038547774296e-02,6.469643108507147460e-03
